Date,Handicap,Series,Race,Div,Boat name,Elapsed time,ETsecs,RankAppld,TCFapplied,PHRF,IRC
22/03/2014,Championship,Autumn,r1,2,Prime Mover,2:22:05,8525,2,0.742,0.765,0.964
22/03/2014,Championship,Autumn,r1,2,Testarossa,2:19:06,8346,3,0.779,0.765,
22/03/2014,Championship,Autumn,r1,2,Blue Magic,2:29:39,8979,4,0.725,0.74,0.955
22/03/2014,Championship,Autumn,r1,2,Wellington Spirit Red,2:28:38,8918,5,0.737,0.79,
22/03/2014,Championship,Autumn,r1,2,Brix,2:37:01,9421,6,0.705,0.735,
22/03/2014,Championship,Autumn,r1,2,Montego Bay III,2:38:53,9533,7,0.7,0.745,
22/03/2014,Championship,Autumn,r1,2,After Midnight,2:32:01,9121,8,0.732,0.72,
22/03/2014,Championship,Autumn,r1,2,Wiseguy,2:40:08,9608,9,0.695,0.725,
22/03/2014,Championship,Autumn,r1,2,Airship,2:31:10,9070,10,0.753,0.74,
22/03/2014,Championship,Autumn,r1,2,Floating Free,2:39:13,9553,11,0.726,,
22/03/2014,Championship,Autumn,r1,2,Whistler III,2:33:45,9225,12,0.752,0.73,0.95
22/03/2014,Championship,Autumn,r1,2,Gucci,2:31:11,9071,13,0.769,0.755,0.963
22/03/2014,Championship,Autumn,r1,3,White Cavalier,2:12:09,7929,1,0.545,0.65,
22/03/2014,Championship,Autumn,r1,3,Saucy Sausage,2:00:58,7258,2,0.62,0.63,
22/03/2014,Championship,Autumn,r1,3,Titus Canby,1:53:54,6834,3,0.676,0.69,
22/03/2014,Championship,Autumn,r1,3,Rosschild,2:01:33,7293,4,0.635,0.68,
22/03/2014,Championship,Autumn,r1,3,Revenue Cutter,2:02:13,7333,5,0.644,,
22/03/2014,Championship,Autumn,r1,3,Wai-Aniwa,1:55:27,6927,6,0.685,0.69,
22/03/2014,Championship,Autumn,r1,3,Marishka,2:07:36,7656,7,0.623,0.65,
22/03/2014,Championship,Autumn,r1,3,Haumuri,2:03:08,7388,8,0.669,0.665,
22/03/2014,Classics,Classics,r5,Combined,Lizzie,2:29:21,8961,1,0.403,,
22/03/2014,Classics,Classics,r5,Combined,Loloma,2:27:02,8822,2,0.49,,
26/03/2014,Fleet,Twilight 2,r3,Combined,Structural Analysis,0:28:04,1684,1,0.768,,
26/03/2014,Fleet,Twilight 2,r3,Combined,White Cavalier,0:40:32,2432,2,0.544,0.65,
26/03/2014,Fleet,Twilight 2,r3,Combined,Black Diamond,0:28:37,1717,3,0.787,0.795,1.008
26/03/2014,Fleet,Twilight 2,r3,Combined,Brix,0:33:00,1980,4,0.701,0.735,
26/03/2014,Fleet,Twilight 2,r3,Combined,Airship,0:31:40,1900,5,0.734,0.74,
26/03/2014,Fleet,Twilight 2,r3,Combined,Gucci,0:31:20,1880,6,0.749,0.755,0.963
26/03/2014,Fleet,Twilight 2,r3,Combined,After Midnight,0:34:23,2063,7,0.714,0.72,
26/03/2014,Fleet,Twilight 2,r3,Combined,Whistler III,0:33:38,2018,8,0.738,0.73,0.95
26/03/2014,Fleet,Twilight 2,r3,Combined,Eat My Shorts,0:34:40,2080,9,0.743,0.745,
26/03/2014,Fleet,Twilight 2,r3,Combined,Port Nic 2,<no entry>,,,,,
29/03/2014,Championship,Autumn,r2,1,Revs,2:42:06,9726,1,0.905,0.89,
29/03/2014,Championship,Autumn,r2,1,Rocket Science,<dnf>,,,,,
29/03/2014,Championship,Autumn,r2,1,Ran Tan II,<dnf>,,,,,
29/03/2014,Championship,Autumn,r2,2,Blue Magic,3:00:04,10804,1,0.723,0.74,0.955
29/03/2014,Championship,Autumn,r2,2,Prime Mover,2:56:54,10614,2,0.747,0.765,0.964
29/03/2014,Championship,Autumn,r2,2,Whistler III,2:56:42,10602,3,0.748,0.73,0.95
29/03/2014,Championship,Autumn,r2,2,Gucci,2:54:51,10491,4,0.761,0.755,0.963
29/03/2014,Championship,Autumn,r2,2,Testarossa,2:51:55,10315,5,0.783,0.765,
29/03/2014,Championship,Autumn,r2,2,Wellington Spirit Red,3:07:52,11272,6,0.74,0.79,
29/03/2014,Championship,Autumn,r2,2,After Midnight,3:09:39,11379,7,0.734,0.72,
29/03/2014,Championship,Autumn,r2,2,Airship,<dnf>,,,,,
29/03/2014,Championship,Autumn,r2,3,Saucy Sausage,2:31:00,9060,1,0.624,0.63,
29/03/2014,Championship,Autumn,r2,3,Marishka,2:34:58,9298,2,0.618,0.65,
29/03/2014,Championship,Autumn,r2,3,Titus Canby,2:24:10,8650,3,0.675,0.69,
29/03/2014,Championship,Autumn,r2,3,Wai-Aniwa,2:32:05,9125,4,0.685,0.69,
5/04/2014,Championship,Autumn,r3,1,The Guarantee,0:30:50,1850,1,0.809,0.845,
5/04/2014,Championship,Autumn,r3,1,Wedgetail,0:27:22,1642,2,0.943,0.95,1.208
5/04/2014,Championship,Autumn,r3,1,Revs,0:29:16,1756,3,0.905,0.89,1.234
5/04/2014,Championship,Autumn,r3,1,Structural Analysis,0:34:01,2041,4,0.781,,
5/04/2014,Championship,Autumn,r3,1,Drinks Trolley,0:31:40,1900,5,0.85,0.84,
5/04/2014,Championship,Autumn,r3,1,Rocket Science,0:33:55,2035,6,0.825,0.82,
5/04/2014,Championship,Autumn,r3,1,Blink,0:36:56,2216,7,0.958,0.96,
5/04/2014,Championship,Autumn,r3,2,Incantare,0:34:51,2091,1,0.663,0.725,
5/04/2014,Championship,Autumn,r3,2,Gucci,0:33:03,1983,2,0.756,0.755,0.963
5/04/2014,Championship,Autumn,r3,2,Wiseguy,0:36:06,2166,3,0.692,0.725,
5/04/2014,Championship,Autumn,r3,2,Whistler III,0:33:30,2010,4,0.747,0.73,0.95
5/04/2014,Championship,Autumn,r3,2,After Midnight,0:34:13,2053,5,0.732,0.72,
5/04/2014,Championship,Autumn,r3,2,Prime Mover,0:34:13,2053,6,0.746,0.765,0.964
5/04/2014,Championship,Autumn,r3,2,Blue Magic,0:35:43,2143,7,0.727,0.74,0.955
5/04/2014,Championship,Autumn,r3,2,Testarossa,0:33:11,1991,8,0.784,0.765,
5/04/2014,Championship,Autumn,r3,2,Floating Free,0:36:18,2178,9,0.722,,
5/04/2014,Championship,Autumn,r3,2,Eat My Shorts,0:35:56,2156,10.5,0.739,0.745,
5/04/2014,Championship,Autumn,r3,2,Wellington Spirit Red,0:35:58,2158,10.5,0.738,0.79,
5/04/2014,Championship,Autumn,r3,3,White Cavalier,1:28:47,5327,1,0.547,0.65,
5/04/2014,Championship,Autumn,r3,3,Titus Canby,1:16:01,4561,2,0.673,0.69,
5/04/2014,Championship,Autumn,r3,3,Revenue Cutter,1:22:07,4927,3,0.64,,
5/04/2014,Championship,Autumn,r3,3,Rosschild,1:23:35,5015,4,0.629,0.68,
5/04/2014,Championship,Autumn,r3,3,Wai-Aniwa,1:19:23,4763,5,0.68,0.69,
5/04/2014,Championship,Autumn,r3,3,Saucy Sausage,1:28:58,5338,6,0.627,0.63,
5/04/2014,Championship,Autumn,r3,3,Marishka,1:31:58,5518,7,0.621,0.65,
5/04/2014,Championship,Autumn,r3,3,Haumuri,1:28:20,5300,8,0.668,0.665,
5/04/2014,Championship,Autumn,r3,3,Maranui,1:53:34,6814,9,0.551,,
5/04/2014,Championship,Autumn,r4,1,The Guarantee,0:27:46,1666,1,0.814,0.845,
5/04/2014,Championship,Autumn,r4,1,Revs,0:27:11,1631,2,0.901,0.89,1.234
5/04/2014,Championship,Autumn,r4,1,Wedgetail,0:26:00,1560,3,0.948,0.95,1.208
5/04/2014,Championship,Autumn,r4,1,Rocket Science,0:30:06,1806,4,0.827,0.82,
5/04/2014,Championship,Autumn,r4,1,Drinks Trolley,0:29:43,1783,5,0.847,0.84,
5/04/2014,Championship,Autumn,r4,1,Blink,0:27:49,1669,6,0.947,0.96,
5/04/2014,Championship,Autumn,r4,1,Structural Analysis,0:38:20,2300,7,0.779,,
5/04/2014,Championship,Autumn,r4,2,Incantare,0:32:13,1933,1,0.669,0.725,
5/04/2014,Championship,Autumn,r4,2,Prime Mover,0:29:33,1773,2,0.746,0.765,0.964
5/04/2014,Championship,Autumn,r4,2,Gucci,0:30:13,1813,3,0.759,0.755,0.963
5/04/2014,Championship,Autumn,r4,2,Wiseguy,0:33:11,1991,4,0.695,0.725,
5/04/2014,Championship,Autumn,r4,2,Blue Magic,0:31:56,1916,5,0.726,0.74,0.955
5/04/2014,Championship,Autumn,r4,2,Eat My Shorts,0:31:59,1919,6,0.732,0.745,
5/04/2014,Championship,Autumn,r4,2,Whistler III,0:31:31,1891,7,0.749,0.73,0.95
5/04/2014,Championship,Autumn,r4,2,After Midnight,0:32:10,1930,8,0.734,0.72,
5/04/2014,Championship,Autumn,r4,2,Floating Free,0:33:12,1992,9,0.717,,
5/04/2014,Championship,Autumn,r4,2,Testarossa,0:31:00,1860,10,0.783,0.765,
12/04/2014,Championship,Autumn,r5,1,The Guarantee,2:22:54,8574,1,0.819,0.845,
12/04/2014,Championship,Autumn,r5,1,Revs,2:13:11,7991,2,0.903,0.89,1.234
12/04/2014,Championship,Autumn,r5,1,Blink,2:13:50,8030,3,0.943,0.96,
12/04/2014,Championship,Autumn,r5,1,Wedgetail,2:13:23,8003,4,0.948,0.95,1.208
12/04/2014,Championship,Autumn,r5,1,Drinks Trolley,2:29:47,8987,5,0.845,0.84,
12/04/2014,Championship,Autumn,r5,1,Rocket Science,<dnf>,,,,,
12/04/2014,Championship,Autumn,r5,1,Structural Analysis,<dnf>,,,,,
12/04/2014,Championship,Autumn,r5,2,Incantare,2:17:42,8262,1,0.676,0.725,
12/04/2014,Championship,Autumn,r5,2,Gucci,2:05:23,7523,2,0.761,0.755,0.963
12/04/2014,Championship,Autumn,r5,2,Prime Mover,2:06:35,7595,3,0.756,0.765,0.964
12/04/2014,Championship,Autumn,r5,2,Blue Magic,2:11:07,7867,4,0.73,0.74,0.955
12/04/2014,Championship,Autumn,r5,2,After Midnight,2:14:14,8054,5,0.729,0.72,
12/04/2014,Championship,Autumn,r5,2,Whistler III,2:11:37,7897,6,0.746,0.73,0.95
12/04/2014,Championship,Autumn,r5,2,Wiseguy,2:25:53,8753,7,0.699,0.725,
12/04/2014,Championship,Autumn,r5,2,Wellington Spirit Green,2:18:45,8325,8,0.765,0.79,
12/04/2014,Championship,Autumn,r5,2,Eat My Shorts,<dnf>,,,,,
12/04/2014,Championship,Autumn,r5,2,Testarossa,<dnf>,,,,,
12/04/2014,Championship,Autumn,r4,3,White Cavalier,2:24:06,8646,1,0.551,0.65,
12/04/2014,Championship,Autumn,r4,3,Titus Canby,1:58:08,7088,2,0.674,0.69,
12/04/2014,Championship,Autumn,r4,3,Saucy Sausage,2:07:28,7648,3,0.628,0.63,
12/04/2014,Championship,Autumn,r4,3,Wai-Aniwa,1:59:34,7174,4,0.676,0.69,
12/04/2014,Championship,Autumn,r4,3,Marishka,2:12:42,7962,5,0.615,0.65,
12/04/2014,Championship,Autumn,r4,3,Haumuri,2:13:16,7996,6,0.662,0.665,
12/04/2014,Championship,Autumn,r4,3,Illusions,<dnf>,,,,,
25/04/2014,Fleet,Special,Anzac,Combined,Haumuri,2:32:14,9134.0,1.0,0.649,0.665,
25/04/2014,Fleet,Special,Anzac,Combined,Wai-Aniwa,2:53:01,10381.0,2.0,0.66,0.69,
25/04/2014,Fleet,Special,Anzac,Combined,Illusions,2:49:33,10173.0,3.0,0.676,0.655,
25/04/2014,Fleet,Special,Anzac,Combined,Bacchante,<dnf>,,,,,
25/04/2014,Fleet,Special,Anzac,Combined,After Midnight,<dnf>,,,,,
26/04/2014,Classics,Classics,r6,Combined,Lizzie,2:11:46,7906,1,0.4,,
26/04/2014,Classics,Classics,r6,Combined,Loloma,1:57:34,7054,2,0.49,,
26/04/2014,Classics,Classics,r6,Combined,Oreti,2:00:15,7215,3,0.5,,
26/04/2014,Classics,Classics,r6,Combined,Waiata II,2:23:32,8612,4,0.446,,
26/04/2014,Fleet,Special,Veterans,Combined,After Midnight,1:18:20,4700,1,0.707,0.72,
26/04/2014,Fleet,Special,Veterans,Combined,Saucy Sausage,1:30:04,5404,2,0.625,0.63,
26/04/2014,Fleet,Special,Veterans,Combined,Wai-Aniwa,1:28:22,5302,3,0.66,0.69,
26/04/2014,Fleet,Special,Veterans,Combined,Montego Bay III,1:22:20,4940,4,0.715,0.745,
26/04/2014,Fleet,Special,Commodore's Trophy,Combined,Incantare,1:19:07,4747,1,0.693,0.725,
26/04/2014,Fleet,Special,Commodore's Trophy,Combined,After Midnight,1:18:20,4700,2,0.707,0.72,
26/04/2014,Fleet,Special,Commodore's Trophy,Combined,Saucy Sausage,1:30:04,5404,3,0.625,0.63,
26/04/2014,Fleet,Special,Commodore's Trophy,Combined,White Cavalier,1:42:58,6178,4,0.551,0.65,
26/04/2014,Fleet,Special,Commodore's Trophy,Combined,Marishka,1:33:57,5637,5,0.619,0.65,
26/04/2014,Fleet,Special,Commodore's Trophy,Combined,Maranui,1:46:31,6391,6,0.547,,
26/04/2014,Fleet,Special,Commodore's Trophy,Combined,Wai-Aniwa,1:28:22,5302,7,0.66,0.69,
26/04/2014,Fleet,Special,Commodore's Trophy,Combined,Revs,1:05:34,3934,8,0.894,0.89,1.234
26/04/2014,Fleet,Special,Commodore's Trophy,Combined,Rocket Science,1:12:44,4364,9,0.807,0.82,
26/04/2014,Fleet,Special,Commodore's Trophy,Combined,Montego Bay III,1:22:20,4940,10,0.715,0.745,
26/04/2014,Fleet,Special,Commodore's Trophy,Combined,Blink,1:02:56,3776,11,0.944,0.96,
26/04/2014,Fleet,Special,Commodore's Trophy,Combined,Wellington Spirit Purple,1:16:12,4572,12,0.78,0.79,
26/04/2014,Fleet,Special,Commodore's Trophy,Combined,Blue Magic,1:21:28,4888,13,0.736,0.74,0.955
26/04/2014,Fleet,Special,Commodore's Trophy,Combined,Wedgetail,1:02:47,3767,14,0.955,0.95,1.208
26/04/2014,Fleet,Special,Commodore's Trophy,Combined,The Guarantee,1:11:20,4280,15,0.852,0.845,
26/04/2014,Fleet,Special,Commodore's Trophy,Combined,Wiseguy,1:27:25,5245,16,0.697,0.725,
26/04/2014,Fleet,Special,Commodore's Trophy,Combined,Rosschild,1:37:19,5839,17,0.628,0.68,
26/04/2014,Fleet,Special,Commodore's Trophy,Combined,Structural Analysis,1:19:23,4763,18,0.772,,
26/04/2014,Fleet,Special,Commodore's Trophy,Combined,Illusions,1:32:17,5537,19,0.676,0.655,
26/04/2014,Fleet,Special,Commodore's Trophy,Combined,Prime Mover,1:24:10,5050,20,0.754,0.765,0.964
26/04/2014,Fleet,Special,Commodore's Trophy,Combined,Wellington Spirit Bronze,1:23:10,4990,21,0.78,0.79,
26/04/2014,Fleet,Special,Commodore's Trophy,Combined,Wellington Spirit Red,1:23:26,5006,22,0.78,0.79,
26/04/2014,Fleet,Special,Commodore's Trophy,Combined,Eat My Shorts,1:29:22,5362,23,0.742,0.745,
26/04/2014,Fleet,Special,Commodore's Trophy,Combined,St Laurence,1:12:37,4357,24,1.043,,
