Date,Handicap,Series,Race,Div,Boat name,resetTCF,TCFalgo,Scoring,Elapsed time,ETsecs,corrSecs,refTime,RankAppld,Rank,rankDiff,PHRF,rankPHRF,IRC,rankIRC,TCFapplied,TCFactual,TCFdiff,TCFst,pctMvmt,TCFclmp,newTCF
21 Feb,PNR,PNR,r4,B,Titus Canby,0,2,1,0:38:49,2329.0,1595.0,1626.0,8.0,3.0,No,0.69,2.0,,,0.6859999999999999,0.685,0.001,0.698,1.9,0.698,0.687
21 Feb,PNR,PNR,r4,B,Flying Machine,0,2,1,0:35:14,2114.0,1600.0,1626.0,4.0,4.0,-,0.762,4.0,0.941,1.0,0.747,0.757,-0.01,0.769,1.59,0.769,0.762
21 Feb,PNR,PNR,r4,B,Gucci,0,2,1,0:35:09,2109.0,1604.0,1626.0,3.0,5.0,No,0.745,1.0,0.963,2.0,0.748,0.761,-0.013,0.771,1.31,0.771,0.765
21 Feb,PNR,PNR,r4,B,Whistler III,0,2,1,0:36:37,2197.0,1610.0,1626.0,5.0,6.5,No,0.737,5.0,0.95,4.0,0.7190000000000001,0.733,-0.014,0.74,0.95,0.74,0.735
21 Feb,PNR,PNR,r4,B,Testarossa,0,2,1,0:35:00,2100.0,1610.0,1626.0,6.0,6.5,No,0.772,6.0,,,0.757,0.767,-0.01,0.775,1.04,0.775,0.771
21 Feb,PNR,PNR,r4,B,Incantare,0,2,1,0:39:54,2394.0,1625.0,1626.0,9.0,8.0,No,0.725,11.0,,,0.6779999999999999,0.679,-0.001,0.679,0.0,0.679,0.679
21 Feb,PNR,PNR,r4,B,Stepping Stone,0,2,1,0:36:00,2160.0,1626.0,1626.0,7.0,9.0,No,0.755,7.0,,,0.7390000000000001,0.753,-0.014,0.753,0.0,0.753,0.753
21 Feb,PNR,PNR,r4,B,Haumuri,0,2,1,0:44:06,2646.0,1643.0,1626.0,10.0,10.0,-,0.662,12.0,,,0.616,0.621,-0.005,0.615,-0.97,0.615,0.62
21 Feb,PNR,PNR,r4,B,Illusions,0,2,1,0:42:15,2535.0,1660.0,1626.0,11.0,11.0,-,0.675,9.0,0.9179999999999999,5.0,0.65,0.655,-0.005,0.642,-1.98,0.642,0.651
21 Feb,PNR,PNR,r4,B,Brix,0,2,1,0:41:16,2476.0,1678.0,1626.0,12.0,12.0,-,0.725,13.0,,,0.6659999999999999,0.678,-0.012,0.657,-3.1,0.658,0.671
21 Feb,PNR,PNR,r4,B,After Midnight,0,2,1,0:38:47,2327.0,1705.0,1626.0,13.0,13.0,-,0.725,8.0,,,0.725,0.733,-0.008,0.699,-4.64,0.711,0.725
21 Feb,PNR,PNR,r4,B,Tracer,0,2,1,0:51:32,3092.0,1709.0,1626.0,14.0,14.0,-,0.595,14.0,,,0.547,0.553,-0.006,0.526,-4.88,0.536,0.549
21 Feb,PNR,PNR,r4,B,Synfinity,0,2,1,0:43:27,2607.0,1819.0,1626.0,15.0,15.0,-,0.72,16.0,,,0.6990000000000001,0.698,0.001,0.624,-10.6,0.677,0.689
21 Feb,PNR,PNR,r4,B,Airship,0,2,1,0:41:24,2484.0,1937.0,1626.0,16.0,16.0,-,0.753,15.0,,,0.768,0.78,-0.012,0.655,-16.03,0.757,0.772
21 Feb,PNR,PNR,r4,B,CU,0,2,1,0:45:42,2742.0,1963.0,1626.0,17.0,17.0,-,0.76,17.0,,,0.71,0.716,-0.006,0.593,-17.18,0.695,0.709
21 Feb,PNR,PNR,r5,A,Black Diamond,0,2,1,<dnc>,,,,,,,,,,,,,,,,,
21 Feb,PNR,PNR,r5,A,The Guarantee,0,2,1,<dnc>,,,,,,,,,,,,,,,,,
21 Feb,PNR,PNR,r5,A,Helter Skelter,0,2,1,<dnc>,,,,,,,,,,,,,,,,,
21 Feb,PNR,PNR,r5,A,Magic Trick,0,2,1,<dnc>,,,,,,,,,,,,,,,,,
21 Feb,PNR,PNR,r5,A,Crusader,0,2,1,<dnc>,,,,,,,,,,,,,,,,,
21 Feb,PNR,PNR,r5,A,Wedgetail,0,2,1,<dnf>,,,,,,,,,,,,,,,,,
21 Feb,PNR,PNR,r5,A,St Laurence,0,2,1,0:42:25,2545.0,2651.0,2756.0,1.0,1.0,-,,,,,1.04,1.042,-0.002,1.083,3.93,1.073,1.042
21 Feb,PNR,PNR,r5,A,Revs,0,2,1,0:50:10,3010.0,2678.0,2756.0,2.0,2.0,-,0.9,1.0,,,0.883,0.89,-0.007,0.916,2.92,0.916,0.89
21 Feb,PNR,PNR,r5,A,Jive Talkin,0,2,1,0:54:38,3278.0,2756.0,2756.0,3.0,3.0,-,0.857,4.0,,,0.838,0.841,-0.003,0.841,0.0,0.841,0.841
