Date,Handicap,Series,Race,Div,Boat name,Elapsed time,ETsecs,corrSecs,refTime,RankAppld,Rank,rankDiff,PHRF,IRC,TCFapplied,newTCF,TCFdiff,TCFst,pctMvmt,TCFclmp,oldTCF
28-Sep,Championship,Spring,r1,1,The Guarantee,2:25:04,8704,7380,7380,1,1,-,0.845,,0.848,0.848,0,0.848,0,0.848,0.848
28-Sep,Championship,Spring,r1,1,Revs,2:20:08,8408,7516,7380,2,2,-,0.885,1.234,0.894,0.894,0,0.878,-1.79,0.878,0.894
28-Sep,Championship,Spring,r1,2,Whistler III,2:28:17,8897,6396,6846,1,1,-,0.725,0.95,0.719,0.719,0,0.77,7.09,0.741,0.719
28-Sep,Championship,Spring,r1,2,Incantare,2:34:37,9277,6466,6846,2,2,-,0.725,,0.697,0.697,0,0.738,5.88,0.718,0.697
28-Sep,Championship,Spring,r1,2,Airship,2:25:28,8728,6484,6846,3,3,-,0.735,,0.743,0.743,0,0.784,5.52,0.765,0.743
28-Sep,Championship,Spring,r1,2,Wiseguy,2:41:37,9697,6846,6846,4,4,-,,,0.706,0.706,0,0.706,0,0.706,0.706
28-Sep,Championship,Spring,r1,2,Wellington Spirit Bronze,2:31:01,9061,6976,6846,5,5,-,0.79,,0.77,0.77,0,0.756,-1.82,0.756,0.77
28-Sep,Championship,Spring,r1,2,Wellington Spirit Red,2:34:37,9277,7143,6846,6,6,-,0.79,,0.77,0.77,0,0.738,-4.16,0.747,0.77
28-Sep,Championship,Spring,r1,2,Gucci,2:38:16,9496,7235,6846,7,7,-,0.755,0.963,0.762,0.762,0,0.721,-5.38,0.739,0.762
28-Sep,Championship,Spring,r1,3,Marangi,<no entry>,,,,,,,,,,,,,,,
28-Sep,Championship,Spring,r1,3,Cantilena,2:03:17,7397,4682,5074,1,1,-,,,0.633,0.633,0,0.686,8.37,0.652,0.633
28-Sep,Championship,Spring,r1,3,Titus Canby,2:02:45,7365,5074,5074,2,2,-,0.69,,0.689,0.689,0,0.689,0,0.689,0.689
28-Sep,Championship,Spring,r1,3,Saucy Sausage,2:15:56,8156,5130,5074,3,3,-,0.63,,0.629,0.629,0,0.622,-1.11,0.622,0.629
5-Oct,Championship,Spring,r1,Open,St Laurence,2:08:27,7707,8092,8092,1,1,-,,,1.05,1.05,0,1.05,0,1.05,1.05
5-Oct,Championship,Spring,r2,1,Drinks Trolley,0:23:56,1436,1183,1218,1,1,-,0.84,,0.824,0.824,0,0.848,2.91,0.848,0.824
5-Oct,Championship,Spring,r2,1,Wedgetail,0:21:09,1269,1199,1218,2,2,-,0.95,1.209,0.945,0.945,0,0.96,1.59,0.96,0.945
5-Oct,Championship,Spring,r2,1,Revs,0:22:26,1346,1203,1218,3,3,-,0.885,1.234,0.894,0.894,0,0.905,1.23,0.905,0.894
5-Oct,Championship,Spring,r2,1,Magic Trick,0:22:48,1368,1218,1218,4,4,-,0.875,,0.891,0.891,0,0.891,0,0.891,0.891
5-Oct,Championship,Spring,r2,1,Nedax Racing,0:24:45,1485,1235,1218,5,5,-,0.84,,0.832,0.832,0,0.821,-1.32,0.821,0.832
5-Oct,Championship,Spring,r2,1,Rocket Science,0:25:28,1528,1268,1218,6,6,-,0.82,,0.83,0.83,0,0.797,-3.98,0.805,0.83
5-Oct,Championship,Spring,r2,1,The Guarantee,0:24:59,1499,1271,1218,7,7,-,0.845,,0.848,0.848,0,0.813,-4.13,0.823,0.848
5-Oct,Championship,Spring,r2,1,Blink,0:23:05,1385,1315,1218,8,8,-,0.98,,0.95,0.95,0,0.88,-7.37,0.921,0.95
5-Oct,Championship,Spring,r2,2,Blue Magic,0:26:50,1610,1189,1258,1,1,-,0.735,0.955,0.739,0.739,0,0.782,5.82,0.761,0.739
5-Oct,Championship,Spring,r2,2,Incantare,0:28:17,1697,1201,1258,2,2,-,0.725,,0.702,0.708,-0.006,0.742,4.8,0.729,0.702
5-Oct,Championship,Spring,r2,2,Whistler III,0:27:28,1648,1203,1258,3,3,-,0.725,0.95,0.724,0.73,-0.006,0.763,4.52,0.752,0.724
5-Oct,Championship,Spring,r2,2,Wiseguy,0:29:14,1754,1238,1258,4,4,-,,,0.706,0.706,0,0.717,1.56,0.717,0.706
5-Oct,Championship,Spring,r2,2,Wellington Spirit Red,0:27:33,1653,1252,1258,6,5,No,0.79,,0.765,0.758,0.007,0.762,0.53,0.762,0.764
5-Oct,Championship,Spring,r2,2,Airship,0:27:49,1669,1258,1258,5,6,No,0.735,,0.749,0.754,-0.005,0.754,0,0.754,0.748
5-Oct,Championship,Spring,r2,2,Gucci,0:28:24,1704,1278,1258,8,7,No,0.755,0.963,0.756,0.75,0.006,0.738,-1.6,0.738,0.756
5-Oct,Championship,Spring,r2,2,Floating Free,0:30:21,1821,1283,1258,7,8,No,,,0.705,0.705,0,0.691,-1.99,0.691,0.705
5-Oct,Championship,Spring,r2,2,Wellington Spirit Bronze,0:28:14,1694,1292,1258,9,9,-,0.79,,0.766,0.763,0.003,0.743,-2.62,0.743,0.767
5-Oct,Championship,Spring,r2,2,Prime Mover,0:28:50,1730,1316,1258,10,10,-,0.765,,0.761,0.761,0,0.727,-4.47,0.738,0.761
5-Oct,Championship,Spring,r2,2,Eat My Shorts,0:30:05,1805,1339,1258,11,11,-,0.745,,0.742,0.742,0,0.697,-6.06,0.72,0.742
5-Oct,Championship,Spring,r2,2,Montego Bay III,0:34:27,2067,1486,1258,12,12,-,0.745,,0.719,0.719,0,0.609,-15.3,0.697,0.719
5-Oct,Championship,Spring,r2,3,White Cavalier,<dnf>,,,,,,,,,,,,,,,
5-Oct,Championship,Spring,r2,3,Titus Canby,3:33:39,12819,8832,8936,1,1,-,0.69,,0.689,0.689,0,0.697,1.16,0.697,0.689
5-Oct,Championship,Spring,r2,3,Saucy Sausage,3:56:48,14208,8936,8936,2,2,-,0.63,,0.629,0.629,0,0.629,0,0.629,0.629
5-Oct,Championship,Spring,r2,3,Haumuri,3:42:36,13356,9055,8936,3,3,-,0.665,,0.678,0.678,0,0.669,-1.33,0.669,0.678
5-Oct,Championship,Spring,r2,3,Revenue Cutter,3:55:08,14108,9198,8936,4,4,-,,,0.652,0.652,0,0.633,-2.91,0.633,0.652
5-Oct,Championship,Spring,r3,1,Blink,2:03:09,7389,6908,7165,1,1,-,0.98,,0.943,0.935,0.008,0.97,3.74,0.963,0.943
5-Oct,Championship,Spring,r3,1,Revs,2:11:36,7896,7098,7165,2,2,-,0.885,1.234,0.897,0.899,-0.002,0.907,0.89,0.907,0.897
5-Oct,Championship,Spring,r3,1,Rocket Science,2:25:00,8700,7116,7165,3,3,-,0.82,,0.824,0.818,0.006,0.824,0.73,0.824,0.824
5-Oct,Championship,Spring,r3,1,Nedax Racing,2:24:24,8664,7165,7165,4,4,-,0.84,,0.829,0.827,0.002,0.827,0,0.827,0.829
5-Oct,Championship,Spring,r3,1,Magic Trick,2:16:14,8174,7283,7165,6,5,No,0.875,,0.891,0.891,0,0.877,-1.57,0.877,0.891
5-Oct,Championship,Spring,r3,1,Drinks Trolley,2:25:46,8746,7311,7165,5,6,No,0.84,,0.83,0.836,-0.006,0.819,-2.03,0.819,0.83
5-Oct,Championship,Spring,r3,1,The Guarantee,2:26:02,8762,7316,7165,8,7,No,0.845,,0.842,0.835,0.007,0.818,-2.04,0.818,0.842
5-Oct,Championship,Spring,r3,1,Wedgetail,2:09:28,7768,7395,7165,7,8,No,0.95,1.209,0.949,0.952,-0.003,0.922,-3.15,0.923,0.949
5-Oct,Championship,Spring,r3,2,Wiseguy,2:17:03,8223,5854,6293,1,1,-,,,0.709,0.712,-0.003,0.765,7.44,0.733,0.709
5-Oct,Championship,Spring,r3,2,Wellington Spirit Red,2:14:40,8080,6132,6293,2,2,-,0.79,,0.764,0.759,0.005,0.779,2.64,0.779,0.763
5-Oct,Championship,Spring,r3,2,Gucci,2:18:44,8324,6184,6293,5,3.5,No,0.755,0.963,0.752,0.743,0.009,0.756,1.75,0.756,0.752
5-Oct,Championship,Spring,r3,2,Eat My Shorts,2:21:01,8461,6184,6293,4,3.5,No,0.745,,0.736,0.731,0.005,0.744,1.78,0.744,0.736
5-Oct,Championship,Spring,r3,2,Blue Magic,2:18:14,8294,6220,6293,3,5,No,0.735,0.955,0.745,0.75,-0.005,0.759,1.2,0.759,0.744
5-Oct,Championship,Spring,r3,2,Airship,2:18:56,8336,6293,6293,6,6,-,0.735,,0.751,0.755,-0.004,0.755,0,0.755,0.751
5-Oct,Championship,Spring,r3,2,Prime Mover,2:20:16,8416,6312,6293,8,7,No,0.765,,0.755,0.75,0.005,0.748,-0.27,0.748,0.755
5-Oct,Championship,Spring,r3,2,Wellington Spirit Bronze,2:21:01,8461,6362,6293,10,8,No,0.79,,0.762,0.752,0.01,0.744,-1.06,0.744,0.762
5-Oct,Championship,Spring,r3,2,Incantare,2:28:57,8937,6425,6293,7,9,No,0.725,,0.707,0.719,-0.012,0.704,-2.09,0.704,0.707
5-Oct,Championship,Spring,r3,2,Whistler III,2:26:31,8791,6522,6293,9,10,No,0.725,0.95,0.73,0.742,-0.012,0.716,-3.5,0.72,0.73
5-Oct,Championship,Spring,r3,2,Montego Bay III,2:34:37,9277,6568,6293,11,11,-,0.745,,0.714,0.708,0.006,0.678,-4.24,0.687,0.713
5-Oct,Classics,Classics,r1,Combined,Lizzie,3:03:29,11009,4403,5449,1,1,-,,,0.4,0.4,0,0.495,23.75,0.412,0.4
5-Oct,Classics,Classics,r1,Combined,Rona,2:36:36,9396,5449,5449,2,2,-,,,0.58,0.58,0,0.58,0,0.58,0.58
5-Oct,Classics,Classics,r1,Combined,Loloma,3:14:21,11661,5713,5449,3,3,-,,,0.49,0.49,0,0.467,-4.69,0.475,0.49
12-Oct,Championship,Spring,r2,Open,St Laurence,2:27:12,8832,9273,9273,1,1,-,,,1.042,1.05,-0.008,1.05,0,1.05,1.05
12-Oct,Championship,Spring,r3,3,Rosschild,1:29:46,5386,3393,3503,1,1,-,0.68,,0.63,0.63,0,0.65,3.17,0.649,0.63
12-Oct,Championship,Spring,r3,3,Saucy Sausage,1:31:00,5460,3434,3503,2,2,-,0.63,,0.629,0.629,0,0.642,2.07,0.642,0.629
12-Oct,Championship,Spring,r3,3,Blurred Image,1:24:47,5087,3479,3503,3,3,-,,,0.684,0.684,0,0.689,0.73,0.689,0.684
12-Oct,Championship,Spring,r3,3,Titus Canby,1:24:16,5056,3503,3503,4,4,-,0.69,,0.691,0.693,-0.002,0.693,0,0.693,0.691
12-Oct,Championship,Spring,r3,3,Wai-Aniwa,1:33:06,5586,3776,3503,5,5,-,0.69,,0.676,0.676,0,0.627,-7.25,0.656,0.676
12-Oct,Championship,Spring,r3,3,Haumuri,1:34:49,5689,3828,3503,6,6,-,0.665,,0.676,0.673,0.003,0.616,-8.47,0.653,0.676
12-Oct,Championship,Spring,r3,3,Revenue Cutter,1:40:29,6029,3876,3503,7,7,-,,,0.647,0.643,0.004,0.581,-9.64,0.624,0.647
12-Oct,Championship,Spring,r3,3,White Cavalier,2:07:01,7621,4359,3503,8,8,-,,,0.572,0.572,0,0.46,-19.58,0.555,0.572
12-Oct,Championship,Spring,r4,1,Drinks Trolley,2:16:33,8193,6791,6888,1,1,-,0.84,,0.83,0.829,0.001,0.841,1.45,0.841,0.829
12-Oct,Championship,Spring,r4,1,Wedgetail,2:01:19,7279,6834,6888,3,2,No,0.95,1.209,0.945,0.939,0.006,0.946,0.75,0.946,0.945
12-Oct,Championship,Spring,r4,1,Nedax Racing,2:18:47,8327,6878,6888,4,3,No,0.84,,0.829,0.826,0.003,0.827,0.12,0.827,0.829
12-Oct,Championship,Spring,r4,1,Revs,2:07:00,7620,6888,6888,2,4,No,0.885,1.234,0.9,0.904,-0.004,0.904,0,0.904,0.9
12-Oct,Championship,Spring,r4,1,Blink,2:03:29,7409,7023,6888,5,5,-,0.98,,0.947,0.948,-0.001,0.93,-1.9,0.93,0.947
12-Oct,Championship,Spring,r4,1,Ran Tan II,1:57:38,7058,7058,6888,6,6,-,1.04,,1,1,0,0.976,-2.4,0.976,1
12-Oct,Championship,Spring,r4,1,Rocket Science,2:24:24,8664,7095,6888,7,7,-,0.82,,0.823,0.819,0.004,0.795,-2.93,0.795,0.823
12-Oct,Championship,Spring,r4,1,Magic Trick,2:14:32,8072,7135,6888,8,8,-,0.875,,0.889,0.884,0.005,0.853,-3.51,0.857,0.889
12-Oct,Championship,Spring,r4,2,After Midnight,1:42:28,6148,4420,4597,1,1,-,0.715,,0.719,0.719,0,0.748,4.03,0.741,0.719
12-Oct,Championship,Spring,r4,2,Whistler III,1:41:16,6076,4459,4597,2,2,-,0.725,0.95,0.73,0.734,-0.004,0.757,3.13,0.756,0.73
12-Oct,Championship,Spring,r4,2,Wellington Spirit Bronze,1:40:35,6035,4502,4597,4,3,No,0.79,,0.755,0.746,0.009,0.762,2.14,0.762,0.755
12-Oct,Championship,Spring,r4,2,Gucci,1:41:26,6086,4546,4597,5,4,No,0.755,0.963,0.75,0.747,0.003,0.755,1.07,0.755,0.749
12-Oct,Championship,Spring,r4,2,Incantare,1:46:41,6401,4570,4597,3,5,No,0.725,,0.709,0.714,-0.005,0.718,0.56,0.718,0.709
12-Oct,Championship,Spring,r4,2,Airship,1:41:13,6073,4597,4597,6,6,-,0.735,,0.754,0.757,-0.003,0.757,0,0.757,0.753
12-Oct,Championship,Spring,r4,2,Wiseguy,1:47:03,6423,4643,4597,7,7,-,,,0.714,0.723,-0.009,0.716,-0.97,0.716,0.714
12-Oct,Championship,Spring,r4,2,Eat My Shorts,1:45:40,6340,4666,4597,9,8,No,0.745,,0.736,0.736,0,0.725,-1.49,0.725,0.736
12-Oct,Championship,Spring,r4,2,Blue Magic,1:42:58,6178,4670,4597,8,9,No,0.735,0.955,0.748,0.756,-0.008,0.744,-1.59,0.744,0.748
12-Oct,Championship,Spring,r4,2,Prime Mover,1:44:24,6264,4685,4597,10,10,-,0.765,,0.752,0.748,0.004,0.734,-1.87,0.734,0.752
12-Oct,Championship,Spring,r4,2,Wellington Spirit Red,1:46:13,6373,4894,4597,11,11,-,0.79,,0.764,0.768,-0.004,0.721,-6.12,0.745,0.764
12-Oct,Championship,Spring,r4,2,Montego Bay III,2:09:23,7763,5403,4597,12,12,-,0.745,,0.708,0.696,0.012,0.592,-14.94,0.675,0.708
19-Oct,Two-handed,Two-handed,r1,Combined,White Cavalier,4:26:16,15976,9250,9625,1,1,-,,,0.579,0.579,0,0.602,3.97,0.596,0.579
19-Oct,Two-handed,Two-handed,r1,Combined,Titus Canby,3:50:01,13801,9384,9625,2,2,-,0.68,,0.68,0.68,0,0.697,2.5,0.697,0.68
19-Oct,Two-handed,Two-handed,r1,Combined,Whistler III,3:37:02,13022,9414,9625,3,3,-,0.73,0.95,0.723,0.723,0,0.739,2.21,0.739,0.723
19-Oct,Two-handed,Two-handed,r1,Combined,After Midnight,3:43:10,13390,9587,9625,4,4,-,0.72,,0.716,0.716,0,0.719,0.42,0.719,0.716
19-Oct,Two-handed,Two-handed,r1,Combined,Eat My Shorts,3:38:51,13131,9625,9625,5,5,-,0.74,,0.733,0.733,0,0.733,0,0.733,0.733
19-Oct,Two-handed,Two-handed,r1,Combined,Testarossa,3:33:39,12819,9806,9625,6,6,-,0.765,,0.765,0.765,0,0.751,-1.83,0.751,0.765
19-Oct,Two-handed,Two-handed,r1,Combined,Wai-Aniwa,3:56:54,14214,9807,9625,7,7,-,0.69,,0.69,0.69,0,0.677,-1.88,0.677,0.69
19-Oct,Two-handed,Two-handed,r1,Combined,Gucci,3:37:46,13066,9812,9625,8,8,-,0.745,0.963,0.751,0.751,0,0.737,-1.86,0.737,0.751
19-Oct,Two-handed,Two-handed,r1,Combined,Montego Bay III,4:12:02,15122,11008,9625,9,9,-,0.755,,0.728,0.728,0,0.637,-12.5,0.706,0.728
19-Oct,Two-handed,Two-handed,r1,Combined,Blink,3:25:42,12342,12095,9625,10,10,-,1,,0.98,0.98,0,0.78,-20.41,0.951,0.98
1-Nov,Rum,Rum,r1,Combined,Alice Bee,<dns>,,,,,,,,,,,,,,,
1-Nov,Rum,Rum,r1,Combined,Marishka,<dnf>,,,,,,,,,,,,,,,
1-Nov,Rum,Rum,r1,Combined,White Cavalier,<dnf>,,,,,,,,,,,,,,,
1-Nov,Rum,Rum,r1,Combined,Rosschild,<dnf>,,,,,,,,,,,,,,,
1-Nov,Rum,Rum,r1,Combined,Charlie,<dnf>,,,,,,,,,,,,,,,
1-Nov,Rum,Rum,r1,Combined,Ran Tan II,0:47:44,2864,2978,3953,1,1,-,,,1.04,1.04,0,1.38,32.69,1.071,1.04
1-Nov,Rum,Rum,r1,Combined,Revs,0:57:43,3463,3064,3953,2,2,-,,,0.885,0.885,0,1.142,29.04,0.912,0.885
1-Nov,Rum,Rum,r1,Combined,The Guarantee,1:03:55,3835,3240,3953,3,3,-,,,0.845,0.845,0,1.031,22.01,0.87,0.845
1-Nov,Rum,Rum,r1,Combined,Wedgetail,0:58:45,3525,3331,3953,4,4,-,,,0.945,0.945,0,1.121,18.62,0.973,0.945
1-Nov,Rum,Rum,r1,Combined,Vendetta,1:31:15,5475,3832,3953,5,5,-,,,0.7,0.7,0,0.722,3.14,0.721,0.7
1-Nov,Rum,Rum,r1,Combined,Montego Bay III,1:31:14,5474,3941,3953,6,6,-,,,0.72,0.72,0,0.722,0.28,0.722,0.72
1-Nov,Rum,Rum,r1,Combined,Saucy Sausage,1:44:16,6256,3953,3953,7,7,-,,,0.632,0.632,0,0.632,0,0.632,0.632
1-Nov,Rum,Rum,r1,Combined,Wai-Aniwa,1:48:00,6480,4302,3953,8,8,-,,,0.664,0.664,0,0.61,-8.13,0.644,0.664
1-Nov,Rum,Rum,r1,Combined,Blue Magic,1:38:20,5900,4318,3953,9,9,-,,,0.732,0.732,0,0.67,-8.47,0.71,0.732
1-Nov,Rum,Rum,r1,Combined,Eat My Shorts,1:39:24,5964,4431,3953,10,10,-,,,0.743,0.743,0,0.663,-10.77,0.721,0.743
1-Nov,Rum,Rum,r1,Combined,Wiseguy,1:47:06,6426,4511,3953,11,11,-,,,0.702,0.702,0,0.615,-12.39,0.681,0.702
1-Nov,Rum,Rum,r1,Combined,Blurred Image,1:49:34,6574,4536,3953,12,12,-,,,0.69,0.69,0,0.601,-12.9,0.669,0.69
1-Nov,Rum,Rum,r1,Combined,Gucci,1:42:53,6173,4654,3953,13,13,-,,,0.754,0.754,0,0.64,-15.12,0.731,0.754
2-Nov,Championship,Island Bay,r1,1,Magic Trick,2:32:16,9136,7948,8685,1,1,-,0.875,,0.882,0.87,0.012,0.951,9.31,0.896,0.882
2-Nov,Championship,Island Bay,r1,1,Blink,2:23:00,8580,8048,8685,2,2,-,0.98,,0.944,0.938,0.006,1.012,7.89,0.966,0.944
2-Nov,Championship,Island Bay,r1,1,Ran Tan II,2:23:37,8617,8513,8685,3,3,-,1.04,,0.994,0.988,0.006,1.008,2.02,1.008,0.994
2-Nov,Championship,Island Bay,r1,1,Wedgetail,2:33:40,9220,8685,8685,5,4,No,0.95,1.209,0.945,0.942,0.003,0.942,0,0.942,0.945
2-Nov,Championship,Island Bay,r1,1,Drinks Trolley,2:53:47,10427,8716,8685,4,5,No,0.84,,0.833,0.836,-0.003,0.833,-0.36,0.833,0.833
2-Nov,Championship,Island Bay,r1,1,Revs,2:40:52,9652,8735,8685,6,6,-,0.885,1.234,0.903,0.905,-0.002,0.9,-0.55,0.9,0.903
2-Nov,Championship,Island Bay,r1,1,The Guarantee,2:56:41,10601,8745,8685,7,7,-,0.845,,0.836,0.825,0.011,0.819,-0.73,0.819,0.836
2-Nov,Championship,Island Bay,r1,1,Rocket Science,3:02:12,10932,8811,8685,8,8,-,0.82,,0.816,0.806,0.01,0.794,-1.49,0.794,0.816
2-Nov,Championship,Island Bay,r1,2,Montego Bay III,3:10:25,11425,7803,8903,1,1,-,0.745,,0.701,0.683,0.018,0.779,14.06,0.703,0.701
2-Nov,Championship,Island Bay,r1,2,Floating Free,3:21:28,12088,8437,8903,2,2,-,,,0.702,0.698,0.004,0.737,5.59,0.719,0.702
2-Nov,Championship,Island Bay,r1,2,Eat My Shorts,3:16:10,11770,8592,8903,3,3,-,0.745,,0.732,0.73,0.002,0.756,3.56,0.752,0.732
2-Nov,Championship,Island Bay,r1,2,Prime Mover,3:16:35,11795,8716,8903,4,4,-,0.765,0.963,0.745,0.739,0.006,0.755,2.17,0.755,0.745
2-Nov,Championship,Island Bay,r1,2,Blue Magic,3:17:11,11831,8896,8903,6,5,No,0.735,0.955,0.749,0.752,-0.003,0.753,0.13,0.753,0.749
2-Nov,Championship,Island Bay,r1,2,Gucci,3:17:20,11840,8903,8903,5,6,No,0.755,0.963,0.747,0.752,-0.005,0.752,0,0.752,0.746
2-Nov,Championship,Island Bay,r1,2,After Midnight,3:28:15,12495,9121,8903,7,7,-,0.715,,0.724,0.73,-0.006,0.713,-2.33,0.713,0.724
2-Nov,Championship,Island Bay,r1,2,Wiseguy,3:31:05,12665,9131,8903,8,8,-,,,0.717,0.721,-0.004,0.703,-2.5,0.703,0.716
2-Nov,Championship,Island Bay,r1,2,Incantare,3:34:11,12851,9201,8903,9,9,-,0.725,,0.713,0.716,-0.003,0.693,-3.21,0.695,0.713
2-Nov,Championship,Island Bay,r1,2,Airship,3:24:50,12290,9291,8903,11,10,No,0.735,,0.756,0.756,0,0.724,-4.23,0.733,0.756
2-Nov,Championship,Island Bay,r1,2,Whistler III,3:28:36,12516,9311,8903,10,11,No,0.725,0.95,0.736,0.744,-0.008,0.711,-4.44,0.722,0.736
2-Nov,Championship,Island Bay,r1,3,Haumuri,<dnf>,,,,,,,,,,,,,,,
2-Nov,Championship,Island Bay,r1,3,Charlie,4:04:39,14679,8513,8713,1,1,-,,,0.58,0.58,0,0.594,2.41,0.594,0.58
2-Nov,Championship,Island Bay,r1,3,Maranui,4:22:32,15752,8663,8713,2,2,-,,,0.55,0.55,0,0.553,0.55,0.553,0.55
2-Nov,Championship,Island Bay,r1,3,White Cavalier,4:17:30,15450,8713,8713,4,3,No,,,0.568,0.564,0.004,0.564,0,0.564,0.568
2-Nov,Championship,Island Bay,r1,3,Rosschild,3:49:24,13764,8795,8713,3,4,No,0.68,,0.635,0.639,-0.004,0.633,-0.94,0.633,0.635
2-Nov,Championship,Island Bay,r1,3,Saucy Sausage,3:58:33,14313,9088,8713,5,5,-,0.63,,0.631,0.635,-0.004,0.609,-4.09,0.616,0.631
2-Nov,Championship,Island Bay,r1,3,Titus Canby,3:41:32,13292,9211,8713,6,6,-,0.69,,0.691,0.693,-0.002,0.656,-5.34,0.672,0.691
2-Nov,Championship,Island Bay,r1,Open,St Laurence,2:45:12,9912,10407,10407,1,1,-,,,1.034,1.05,-0.016,1.05,0,1.05,1.05
2-Nov,Classics,Classics,r2,Combined,Loloma,<dnf>,,,,,,,,,,,,,,,
2-Nov,Classics,Classics,r2,Combined,Lizzie,7:01:40,25300,10120,10120,27,1,No,,,0.4,0.4,0,0.4,0,0.4,0.4
2-Nov,Island Bay,Island Bay,r1,Combined,Haumuri,<dnf>,,,,,,,,,,,,,,,
2-Nov,Island Bay,Island Bay,r1,Combined,Magic Trick,2:32:16,9136,8140,8802,1,1,-,0.875,,0.891,0.891,0,0.963,8.08,0.918,0.891
2-Nov,Island Bay,Island Bay,r1,Combined,Blink,2:23:00,8580,8262,8802,2,2,-,0.98,,0.963,0.963,0,1.026,6.54,0.992,0.963
2-Nov,Island Bay,Island Bay,r1,Combined,Montego Bay III,3:10:25,11425,8271,8802,3,3,-,0.745,,0.724,0.724,0,0.77,6.35,0.746,0.724
2-Nov,Island Bay,Island Bay,r1,Combined,Charlie,4:04:39,14679,8367,8802,4,4,-,,,0.57,0.57,0,0.6,5.26,0.587,0.57
2-Nov,Island Bay,Island Bay,r1,Combined,Revs,2:40:52,9652,8397,8802,5,5,-,0.885,1.234,0.87,0.87,0,0.912,4.83,0.896,0.87
2-Nov,Island Bay,Island Bay,r1,Combined,Floating Free,3:21:28,12088,8546,8802,6,6,-,,,0.707,0.707,0,0.728,2.97,0.728,0.707
2-Nov,Island Bay,Island Bay,r1,Combined,Drinks Trolley,2:53:47,10427,8591,8802,7.5,7,No,0.84,,0.824,0.824,0,0.844,2.43,0.844,0.824
2-Nov,Island Bay,Island Bay,r1,Combined,Eat My Shorts,3:16:10,11770,8592,8802,7.5,8,No,0.745,,0.73,0.73,0,0.748,2.47,0.748,0.73
2-Nov,Island Bay,Island Bay,r1,Combined,Wedgetail,2:33:40,9220,8602,8802,9.5,9.5,-,0.95,1.209,0.933,0.933,0,0.955,2.36,0.955,0.933
2-Nov,Island Bay,Island Bay,r1,Combined,Rosschild,3:49:24,13764,8602,8802,9.5,9.5,-,0.68,,0.625,0.625,0,0.64,2.4,0.64,0.625
2-Nov,Island Bay,Island Bay,r1,Combined,Maranui,4:22:32,15752,8663,8802,11,11,-,,,0.55,0.55,0,0.559,1.64,0.559,0.55
2-Nov,Island Bay,Island Bay,r1,Combined,After Midnight,3:28:15,12495,8771,8802,12,12,-,0.715,,0.702,0.702,0,0.704,0.28,0.704,0.702
2-Nov,Island Bay,Island Bay,r1,Combined,Blue Magic,3:17:11,11831,8802,8802,13,13,-,0.735,0.955,0.744,0.744,0,0.744,0,0.744,0.744
2-Nov,Island Bay,Island Bay,r1,Combined,White Cavalier,4:17:30,15450,8837,8802,14,14,-,,,0.572,0.572,0,0.57,-0.35,0.57,0.572
2-Nov,Island Bay,Island Bay,r1,Combined,Wiseguy,3:31:05,12665,8878,8802,15,15,-,,,0.701,0.701,0,0.695,-0.86,0.695,0.701
2-Nov,Island Bay,Island Bay,r1,Combined,Prime Mover,3:16:35,11795,8917,8802,16,16,-,0.765,0.963,0.756,0.756,0,0.746,-1.32,0.746,0.756
2-Nov,Island Bay,Island Bay,r1,Combined,Gucci,3:17:20,11840,8939,8802,17,17,-,0.755,0.963,0.755,0.755,0,0.743,-1.59,0.743,0.755
2-Nov,Island Bay,Island Bay,r1,Combined,Whistler III,3:28:36,12516,8961,8802,18,18,-,0.725,0.95,0.716,0.716,0,0.703,-1.82,0.703,0.716
2-Nov,Island Bay,Island Bay,r1,Combined,Ran Tan II,2:23:37,8617,8996,8802,19,19,-,1.04,,1.044,1.044,0,1.021,-2.2,1.021,1.044
2-Nov,Island Bay,Island Bay,r1,Combined,Incantare,3:34:11,12851,9008,8802,20,20,-,0.725,,0.701,0.701,0,0.685,-2.28,0.685,0.701
2-Nov,Island Bay,Island Bay,r1,Combined,The Guarantee,2:56:41,10601,9010,8802,21,21,-,0.845,,0.85,0.85,0,0.83,-2.35,0.83,0.85
2-Nov,Island Bay,Island Bay,r1,Combined,Saucy Sausage,3:58:33,14313,9045,8802,22,22,-,0.63,,0.632,0.632,0,0.615,-2.69,0.615,0.632
2-Nov,Island Bay,Island Bay,r1,Combined,Airship,3:24:50,12290,9057,8802,23,23,-,0.735,,0.737,0.737,0,0.716,-2.85,0.716,0.737
2-Nov,Island Bay,Island Bay,r1,Combined,Rocket Science,3:02:12,10932,9073,8802,24,24,-,0.82,,0.83,0.83,0,0.805,-3.01,0.805,0.83
2-Nov,Island Bay,Island Bay,r1,Combined,Titus Canby,3:41:32,13292,9131,8802,25,25,-,0.69,,0.687,0.687,0,0.662,-3.64,0.666,0.687
2-Nov,Island Bay,Island Bay,r1,Combined,St Laurence,2:33:07,9187,9655,8802,26,26,-,,,1.051,1.051,0,0.958,-8.85,1.019,1.051
6-Nov,Fleet,Twilight 1,r1,Combined,Blink,1:01:39,3699,3514,3514,1,1,-,0.98,,0.95,0.95,0,0.95,0,0.95,0.95
